2026-04-06 00:39:41,537 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 01:10:10,232 | WARNING  | ITS_App:18 | MCP client connect failed: 百度地图: Failed to connect to MCP server '百度地图': Could not reach the server.
2026-04-06 01:10:10,240 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 01:11:16,980 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 01:11:17,050 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 01:11:17,053 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 01:11:17,082 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 01:11:17,551 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 01:11:22,121 | WARNING  | ITS_App:16 | MCP client connect timed out after 5s: 通用联网搜索
2026-04-06 01:11:22,122 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 01:12:19,426 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:12:19,427 | INFO     | ITS_App:58 | 获取用户 root1 的所有会话记忆数据
2026-04-06 01:12:19,429 | DEBUG    | ITS_App:63 | 成功获取用户 root1 的 2 个会话
2026-04-06 01:12:58,377 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:12:58,377 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:12:58,378 | WARNING  | ITS_App:262 | 用户目录不存在: root2
2026-04-06 01:12:58,378 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 0 个会话
2026-04-06 01:13:10,214 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:13:10,215 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:13:10,216 | WARNING  | ITS_App:262 | 用户目录不存在: root2
2026-04-06 01:13:10,216 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 0 个会话
2026-04-06 01:13:31,209 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 你能为我干些什么呢
2026-04-06 01:13:33,060 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:13:33,060 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:13:33,062 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 1 个会话
2026-04-06 01:13:48,983 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 电脑不能开机怎么办
2026-04-06 01:13:50,334 | INFO     | ITS_App:109 | [Route] 转交技术专家: 电脑不能开机怎么办...
2026-04-06 01:13:56,076 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:13:56,077 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:13:56,078 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 1 个会话
2026-04-06 01:14:10,966 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 请为我找到最近的维修站
2026-04-06 01:14:12,297 | INFO     | ITS_App:210 | [Route] 转交业务专家: 最近的维修站...
2026-04-06 01:14:38,518 | DEBUG    | ITS_App:147 | [Location] Trying IP location for: 222.135.230.254
2026-04-06 01:14:38,773 | INFO     | ITS_App:180 | [Location] IP location success: 222.135.230.254 → (36.500517, 117.073057)
2026-04-06 01:14:42,016 | INFO     | ITS_App:278 | [NearestShops] Found 3 shops near (36.500517178099436, 117.07305745780165)
2026-04-06 01:15:15,781 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:15:15,781 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:15:15,782 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 1 个会话
2026-04-06 01:15:37,893 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:15:37,893 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:15:37,895 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 1 个会话
2026-04-06 01:19:31,212 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 你还记得我和你的上一个对话吗
2026-04-06 01:19:32,450 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:19:32,450 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:19:32,452 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:30:45,220 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:30:45,221 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:30:45,223 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:30:57,261 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:30:57,262 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:30:57,266 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:32:16,181 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:32:16,182 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:32:16,183 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:33:11,321 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:33:11,321 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:33:11,323 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:33:15,407 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:33:15,407 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:33:15,409 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:33:59,950 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:33:59,950 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:33:59,952 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:36:34,459 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:36:34,459 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:36:34,460 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:37:09,927 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:37:09,927 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:37:09,928 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:38:22,421 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:38:22,422 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:38:22,423 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:42:42,076 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:42:42,077 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:42:42,079 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:42:45,605 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:42:45,607 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:42:45,609 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:42:51,623 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:42:51,623 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:42:51,624 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:47:53,241 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:47:53,242 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:47:53,243 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:49:42,179 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:49:42,180 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:49:42,181 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 01:53:51,283 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 01:53:51,284 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 01:53:51,285 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:01:46,933 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:01:46,933 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:01:46,935 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:31:21,197 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:31:21,198 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:31:21,200 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:32:45,570 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:32:45,570 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:32:45,572 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:32:54,064 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:32:54,064 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:32:54,066 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:34:03,602 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:34:03,602 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:34:03,603 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:34:17,815 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:34:17,815 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:34:17,817 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:35:13,420 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:35:13,420 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:35:13,421 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:35:35,052 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 如何给电脑更新系统
2026-04-06 02:35:36,569 | INFO     | ITS_App:109 | [Route] 转交技术专家: 如何给电脑更新系统...
2026-04-06 02:35:37,819 | INFO     | ITS_App:109 | [Route] 转交技术专家: 如何给电脑更新系统...
2026-04-06 02:35:40,650 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:35:40,650 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:35:40,652 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:41:32,917 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 如何给电脑更新系统
2026-04-06 02:41:34,294 | INFO     | ITS_App:109 | [Route] 转交技术专家: 如何给电脑更新系统...
2026-04-06 02:41:37,258 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:41:37,258 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:41:37,259 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:44:13,235 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 如何给电脑更新系统
2026-04-06 02:44:14,524 | INFO     | ITS_App:109 | [Route] 转交技术专家: 如何给电脑更新系统...
2026-04-06 02:44:17,298 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:44:17,299 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:44:17,300 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:46:46,842 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 如何使用u盘安装windows系统
2026-04-06 02:46:48,251 | INFO     | ITS_App:109 | [Route] 转交技术专家: 如何使用u盘安装windows系统...
2026-04-06 02:46:53,444 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:46:53,445 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:46:53,446 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 2 个会话
2026-04-06 02:50:55,557 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 如何使用u盘安装windows系统
2026-04-06 02:50:56,928 | INFO     | ITS_App:109 | [Route] 转交技术专家: 如何使用u盘安装windows系统...
2026-04-06 02:50:58,324 | INFO     | ITS_App:109 | [Route] 转交技术专家: 如何使用u盘安装windows系统...
2026-04-06 02:51:00,200 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:51:00,200 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:51:00,202 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 02:55:34,601 | INFO     | ITS_App:29 | 应用关闭，清理MCP连接...
2026-04-06 02:55:34,602 | INFO     | ITS_App:36 | MCP client cleaned up: 通用联网搜索
2026-04-06 02:55:34,603 | INFO     | ITS_App:36 | MCP client cleaned up: 百度地图
2026-04-06 02:55:34,603 | INFO     | ITS_App:32 | MCP连接清理完成
2026-04-06 02:55:37,709 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 02:55:37,770 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 02:55:37,772 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 02:55:37,796 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 02:55:38,302 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 02:55:42,832 | WARNING  | ITS_App:16 | MCP client connect timed out after 5s: 通用联网搜索
2026-04-06 02:55:42,832 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 02:55:43,006 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:55:43,006 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:55:43,008 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 02:55:48,629 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 如何使用u盘安装windows系统
2026-04-06 02:55:50,265 | INFO     | ITS_App:176 | [Route] 转交技术专家: 如何使用u盘安装windows系统...
2026-04-06 02:55:50,265 | INFO     | ITS_App:192 | [Route] 技术问题先查询知识库
2026-04-06 02:56:20,858 | INFO     | ITS_App:196 | [Route] 知识库命中，直接返回知识库结果
2026-04-06 02:56:29,933 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:56:29,933 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:56:29,935 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 02:58:16,754 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 02:58:16,793 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 02:59:04,216 | INFO     | ITS_App:29 | 应用关闭，清理MCP连接...
2026-04-06 02:59:04,216 | INFO     | ITS_App:36 | MCP client cleaned up: 通用联网搜索
2026-04-06 02:59:04,218 | INFO     | ITS_App:36 | MCP client cleaned up: 百度地图
2026-04-06 02:59:04,218 | INFO     | ITS_App:32 | MCP连接清理完成
2026-04-06 02:59:06,985 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 02:59:07,044 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 02:59:07,046 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 02:59:07,072 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 02:59:07,711 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 02:59:12,108 | WARNING  | ITS_App:16 | MCP client connect timed out after 5s: 通用联网搜索
2026-04-06 02:59:12,108 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 02:59:17,436 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 如何重装系统
2026-04-06 02:59:19,014 | INFO     | ITS_App:221 | [Route] 转交技术专家: 如何重装系统...
2026-04-06 02:59:19,015 | INFO     | ITS_App:237 | [Route] 技术问题先查询知识库
2026-04-06 02:59:40,510 | INFO     | ITS_App:241 | [Route] 知识库命中，直接返回知识库结果
2026-04-06 02:59:51,040 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 02:59:51,040 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 02:59:51,042 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 03:00:09,923 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 如何使用u盘安装windows系统
2026-04-06 03:00:11,284 | INFO     | ITS_App:221 | [Route] 转交技术专家: 如何使用u盘安装windows系统...
2026-04-06 03:00:11,284 | INFO     | ITS_App:237 | [Route] 技术问题先查询知识库
2026-04-06 03:00:39,054 | INFO     | ITS_App:241 | [Route] 知识库命中，直接返回知识库结果
2026-04-06 03:00:49,094 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 03:00:49,094 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 03:00:49,096 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 11:39:51,909 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 11:39:51,910 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 11:39:51,917 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 11:43:08,069 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 11:43:08,069 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 11:43:08,071 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 11:52:53,635 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 11:52:53,738 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 11:52:53,740 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 11:52:53,768 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 11:52:54,365 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 11:52:58,818 | WARNING  | ITS_App:16 | MCP client connect timed out after 5s: 通用联网搜索
2026-04-06 11:52:58,819 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 11:53:35,003 | INFO     | ITS_App:54 | 接收到获取用户会话请求
2026-04-06 11:53:35,004 | INFO     | ITS_App:58 | 获取用户 root2 的所有会话记忆数据
2026-04-06 11:53:35,006 | DEBUG    | ITS_App:63 | 成功获取用户 root2 的 3 个会话
2026-04-06 11:54:24,321 | INFO     | ITS_App:31 | 用户 root2 发送的待处理任务 如何使用 U 盘安装 Windows 系统？
2026-04-06 11:54:26,219 | INFO     | ITS_App:221 | [Route] 转交技术专家: 如何使用 U 盘安装 Windows 系统？...
2026-04-06 11:54:26,220 | INFO     | ITS_App:237 | [Route] 技术问题先查询知识库
2026-04-06 11:55:26,255 | WARNING  | ITS_App:245 | [Route] 知识库预查询失败，继续回退技术专家智能体: 
2026-04-06 11:55:26,256 | ERROR    | ITS_App:304 | [Route] 技术专家执行异常: Server not initialized. Make sure you call `connect()` first.
2026-04-06 11:55:26,256 | INFO     | ITS_App:178 | [Route] 启用通用技术回退专家
2026-04-06 11:56:47,267 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 11:56:47,325 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 11:56:47,326 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 11:56:47,350 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 11:56:48,712 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 11:56:52,386 | WARNING  | ITS_App:16 | MCP client connect timed out after 5s: 通用联网搜索
2026-04-06 11:56:52,386 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 11:58:11,678 | INFO     | ITS_App:29 | 应用关闭，清理MCP连接...
2026-04-06 11:58:11,681 | INFO     | ITS_App:36 | MCP client cleaned up: 通用联网搜索
2026-04-06 11:58:11,684 | INFO     | ITS_App:36 | MCP client cleaned up: 百度地图
2026-04-06 11:58:11,685 | INFO     | ITS_App:32 | MCP连接清理完成
2026-04-06 11:58:18,951 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 11:58:18,989 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
2026-04-06 11:58:18,989 | DEBUG    | ITS_App:34 | 成功加载提示词: orchestrator_v1
2026-04-06 11:58:19,012 | INFO     | ITS_App:19 | 应用启动，建立MCP连接...
2026-04-06 11:58:19,528 | INFO     | ITS_App:14 | MCP client connected: 百度地图
2026-04-06 11:58:49,056 | WARNING  | ITS_App:16 | MCP client connect timed out after 30s: 通用联网搜索
2026-04-06 11:58:49,057 | INFO     | ITS_App:22 | MCP连接建立完成
2026-04-06 11:58:53,164 | DEBUG    | ITS_App:34 | 成功加载提示词: technical_agent
2026-04-06 11:58:53,207 | DEBUG    | ITS_App:34 | 成功加载提示词: comprehensive_service_agent
